DEFECTID,XREL,YREL,XINDEX,YINDEX,XSIZE,YSIZE,DEFECTAREA,DSIZE,CLASSNUMBER,TEST,CLUSTERNUMBER,ROUGHBINNUMBER
408,31.796,1035.278,15,7,29.346,141.689,144.733,22.953,0,2,0,8
409,40.127,738.743,15,2,13.39,9.563,54.881,14.273,0,2,0,4
410,32.051,115.52,15,2,27.831,141.3,161.62,28.692,0,2,0,8
411,31.714,1035.29,15,2,29.346,141.693,200.34,29.648,0,2,0,8
412,31.566,1035.583,10,2,29.346,141.689,205.264,29.648,0,2,0,8
413,633.36,115.893,10,7,29.282,141.644,79.62,20.084,0,2,0,8
414,31.474,1035.721,10,7,29.346,141.689,169.639,29.648,0,2,0,8
415,383.065,112.015,9,10,12.433,6.695,59.454,13.023,0,2,0,6
416,28.119,729.112,10,12,3.825,4.784,10.061,5.223,0,2,0,4
417,35.291,426.893,10,12,10.52,6.695,32.014,11.988,0,2,0,4
418,31.875,115.93,10,12,27.832,141.298,82.55,20.084,0,2,0,8
419,633.424,115.877,10,12,29.282,141.642,71.615,22.953,0,2,0,8
420,31.539,1035.702,10,12,29.346,141.689,169.247,29.648,0,2,0,8
421,35.312,423.364,10,17,8.608,5.737,27.44,9.489,0,2,0,4
422,31.897,115.746,10,17,27.831,141.3,76.782,20.084,0,2,0,8
423,31.559,1035.52,10,17,29.346,141.691,139.058,26.779,0,2,0,8
424,43.081,713.647,10,22,6.695,16.258,47.563,16.924,0,2,0,4
425,35.43,428.165,10,22,8.608,5.738,28.355,9.489,0,2,0,4
426,31.677,1035.538,10,22,29.346,141.691,166.584,29.648,0,2,0,8
427,44.536,715.091,10,27,3.825,3.826,8.232,4.339,0,2,0,4
428,36.407,433.913,10,27,12.433,7.651,36.587,13.389,0,2,0,4
429,32.034,115.776,10,27,27.831,141.3,101.9,17.215,0,2,0,8
430,633.646,415.851,10,27,28.889,142.085,70.793,20.084,0,2,0,8
431,31.698,1035.548,10,27,29.346,141.691,195.724,36.343,0,2,0,8
432,43.022,732.141,10,32,6.695,5.738,20.123,7.356,0,2,0,4
433,36.805,431.357,10,32,13.39,8.608,37.502,14.639,0,2,0,4
434,31.955,115.611,10,32,27.832,141.299,68.024,20.084,0,2,0,8
435,31.619,1035.383,10,32,29.346,141.691,128.134,24.866,0,2,0,8
436,29.067,725.383,10,37,5.738,3.826,10.976,6.472,0,2,0,4
437,34.327,426.99,10,37,8.608,5.738,32.014,9.855,0,2,0,4
438,31.868,115.548,10,37,27.831,141.299,64.757,18.171,0,2,0,8
439,633.48,415.623,10,37,28.889,142.085,63.264,15.302,0,2,0,8
440,633.417,115.494,10,37,29.281,141.642,66.168,22.953,0,2,0,8
441,31.531,1035.32,10,37,29.346,141.691,173.034,30.604,0,2,0,8
442,43.944,717.302,10,42,4.782,4.782,13.72,6.367,0,2,0,4
443,34.857,421.777,10,42,9.564,6.695,34.758,10.373,0,2,0,4
444,31.92,115.595,10,42,27.831,141.299,0,0,0,2,0,8
445,31.584,1035.367,10,42,29.346,141.69,166.275,26.779,0,2,0,8
446,34.369,428.538,10,47,10.52,6.695,39.331,10.89,0,2,0,4
447,31.573,1035.433,10,47,29.346,141.691,168.742,33.474,0,2,0,8
448,34.346,430.884,10,52,10.52,5.737,34.758,10.89,0,2,0,4
449,31.888,115.617,10,52,27.832,141.3,83.196,13.389,0,2,0,8
450,633.5,415.691,10,52,28.889,142.084,60.844,16.259,0,2,0,8
451,31.55,1035.388,10,52,29.346,141.691,222.612,41.125,0,2,0,8
452,184.402,802.673,-3,51,36.343,36.345,552.466,47.619,0,2,0,2
453,43.526,721.679,10,57,5.738,9.563,27.44,10.007,0,2,0,4
454,33.484,430.935,10,57,12.433,5.739,42.99,12.433,0,2,0,4
455,31.643,1035.439,10,57,29.346,141.691,145.178,30.604,0,2,0,8
456,32.905,430.409,10,62,11.477,6.695,37.502,12.14,0,2,0,4
457,31.88,115.62,10,62,27.831,141.3,111.295,21.041,0,2,0,8
458,633.493,415.691,10,62,28.889,142.086,48.508,21.041,0,2,0,8
459,633.43,115.566,10,62,29.281,141.644,114.679,30.604,0,2,0,8
460,31.544,1035.39,10,62,29.346,141.693,175.321,37.299,0,2,0,8
461,33.473,422.901,10,67,10.52,6.695,41.161,11.622,0,2,0,4
462,31.971,115.757,10,67,27.831,141.3,78.763,20.084,0,2,0,8
463,31.633,1035.534,10,67,29.346,141.689,123.201,23.91,0,2,0,8
464,468.059,813.36,-3,71,6.695,9.563,37.502,10.373,0,2,0,2
465,431.79,446.354,-3,72,4.782,3.826,10.976,5.223,0,2,0,2
466,183.16,1033.687,-7,72,4.782,3.826,13.72,5.223,0,2,0,2
467,31.14,422.878,5,67,10.52,6.695,38.417,11.256,0,2,0,4
468,31.57,1035.511,5,67,29.346,141.693,146.699,28.692,0,2,0,8
469,30.282,430.062,5,62,10.52,5.737,39.331,11.256,0,2,0,4
470,32.005,115.749,5,62,27.832,141.3,93.594,19.128,0,2,0,8
471,31.669,1035.523,5,62,29.346,141.693,177.535,28.692,0,2,0,8
472,45.193,770.521,5,57,3.826,3.826,10.061,3.973,0,2,0,4
473,30.369,430.044,5,57,10.52,5.737,40.246,11.256,0,2,0,4
474,31.755,1035.505,5,57,29.346,141.691,171.548,33.474,0,2,0,8
475,31.22,430.935,5,52,10.52,5.739,36.587,11.256,0,2,0,4
476,31.988,115.666,5,52,27.832,141.298,93.422,19.128,0,2,0,8
477,31.651,1035.439,5,52,29.346,141.691,207.616,40.168,0,2,0,8
478,26.984,731.345,5,47,13.39,7.65,44.819,14.273,0,2,0,4
479,32.722,428.168,5,47,9.564,5.739,36.587,10.739,0,2,0,4
480,31.718,1035.543,5,47,29.346,141.689,175.232,33.474,0,2,0,8
481,45.243,721.904,5,42,3.825,5.738,16.464,6.472,0,2,0,4
482,32.332,421.12,5,42,10.52,6.695,36.587,10.89,0,2,0,4
483,31.806,1035.667,5,42,29.346,141.691,140.305,24.866,0,2,0,8
484,32.284,426.236,5,37,8.607,5.738,32.928,9.489,0,2,0,4
485,31.758,1035.522,5,37,29.346,141.691,143.038,24.866,0,2,0,8
486,639.267,690.72,-9,38,18.171,35.387,319.223,36.791,0,2,0,4
487,634.007,407.151,-9,38,28.692,36.343,252.451,42.885,0,2,0,4
488,40.089,111.627,-9,38,9.564,7.651,23.782,10.424,0,2,0,4
489,633.774,715.918,-9,38,28.554,140.615,231.013,33.474,0,2,0,8
490,633.872,1035.755,-9,38,28.65,140.961,66.786,20.084,0,2,0,8
491,31.676,1035.565,-9,38,29.346,141.691,236.589,40.168,0,2,0,8
492,32.663,430.546,5,32,9.564,6.695,33.843,11.105,0,2,0,4
493,31.659,1035.529,5,32,29.346,141.691,158.576,26.779,0,2,0,8
494,34.131,430.463,5,27,12.433,6.695,38.417,13.389,0,2,0,4
495,31.693,1035.445,5,27,29.346,141.691,203.286,36.343,0,2,0,8
496,32.684,428.189,5,22,9.563,5.738,32.014,10.007,0,2,0,4
497,31.68,1035.563,5,22,29.346,141.691,169.341,29.648,0,2,0,8
498,178.761,86.599,-8,19,6.695,5.737,31.099,7.356,0,2,0,2
499,33.11,423.297,5,17,8.607,5.737,26.526,9.489,0,2,0,4
500,31.965,115.68,5,17,27.831,141.3,60.219,17.215,0,2,0,8
501,31.629,1035.452,5,17,29.346,141.691,177.829,27.735,0,2,0,8
502,33.066,427.221,5,12,8.607,5.737,28.355,9.489,0,2,0,4
503,633.533,415.852,5,12,28.889,142.086,90.517,23.91,0,2,0,8
504,31.583,1035.551,5,12,29.346,141.689,191.697,40.168,0,2,0,8
505,32.217,430.922,5,7,8.607,5.739,27.44,9.489,0,2,0,4
506,32.027,115.653,5,7,27.832,141.3,65.154,19.128,0,2,0,8
507,31.691,1035.426,5,7,29.346,141.691,155.04,24.866,0,2,0,8
508,32.611,430.118,5,2,7.651,5.737,25.611,8.605,0,2,0,4
509,31.607,1035.579,5,2,29.346,141.693,202.378,28.692,0,2,0,8
510,31.506,1035.321,-15,2,29.346,141.693,255.101,40.168,0,2,0,8
511,27.618,727.802,0,2,3.825,4.78,8.232,5.223,0,2,0,4
512,32.399,429.407,0,2,9.564,6.695,32.014,11.105,0,2,0,4
513,633.586,415.653,0,2,28.889,142.082,0,0,0,2,0,8
514,31.638,1035.348,0,2,29.346,141.693,290.245,39.212,0,2,0,8
515,30.053,1029.222,0,3,25.822,44.949,567.101,47.457,0,2,0,4
516,633.63,415.812,0,3,28.889,142.082,72.849,13.389,0,2,0,8
517,633.565,115.683,0,3,29.281,141.64,116.785,30.604,0,2,0,8
518,31.681,1035.511,0,3,29.346,141.693,400.297,42.081,0,2,0,8
519,28.577,1023.32,0,5,22.953,39.215,344.834,39.212,0,2,0,4
520,623.452,702.933,0,5,9.564,35.385,136.287,35.386,0,2,0,4
521,31.978,115.57,0,5,27.832,141.3,130.053,18.171,0,2,0,8
522,31.64,1035.348,0,5,29.346,141.689,289.674,42.081,0,2,0,8
523,30.362,429.776,-15,7,11.477,5.737,26.526,12.506,0,2,0,4
524,31.513,1035.235,-15,7,29.346,141.691,198.15,27.735,0,2,0,8
525,32.942,430.891,0,7,8.607,5.739,24.696,9.855,0,2,0,4
526,32.038,115.626,0,7,27.831,141.3,0,0,0,2,0,8
527,633.65,415.698,0,7,28.889,142.084,0,0,0,2,0,8
528,31.702,1035.395,0,7,29.346,141.691,160.728,23.91,0,2,0,8
529,30.318,727.356,-15,12,3.825,3.826,7.317,5.014,0,2,0,4
530,28.882,426.094,-15,12,8.607,5.737,26.526,9.489,0,2,0,4
531,633.416,415.684,-15,12,28.889,142.084,74.635,21.041,0,2,0,8
532,31.468,1035.381,-15,12,29.346,141.691,161.623,27.735,0,2,0,8
533,44.598,719.512,0,12,4.782,6.695,20.123,7.356,0,2,0,4
534,32.643,426.858,0,12,9.564,6.695,32.014,10.739,0,2,0,4
535,633.83,415.012,0,12,28.889,142.086,71.396,13.389,0,2,0,8
536,31.881,1034.709,0,12,29.346,141.691,202.637,35.386,0,2,0,8
537,33.416,423.264,0,17,9.563,5.737,30.184,10.739,0,2,0,4
538,32.034,115.647,0,17,27.832,141.298,0,0,0,2,0,8
539,31.697,1035.42,0,17,29.346,141.691,146.174,24.866,0,2,0,8
540,43.728,723.459,-15,17,5.739,11.477,28.355,11.477,0,2,0,4
541,29.861,422.198,-15,17,8.608,5.739,27.44,9.489,0,2,0,4
542,31.489,1035.311,-15,17,29.346,141.691,152.184,23.91,0,2,0,8
543,29.524,427.017,-15,22,7.651,5.738,22.867,9.072,0,2,0,4
544,31.631,1035.347,-15,22,29.346,141.691,182.677,29.648,0,2,0,8
545,32.556,427.955,0,22,9.564,5.738,30.184,10.739,0,2,0,4
546,31.793,1035.327,0,22,29.346,141.69,195.927,37.299,0,2,0,8
547,44.363,713.04,-15,27,4.782,3.825,13.72,5.223,0,2,0,4
548,31.93,429.948,-15,27,14.346,7.651,38.417,15.523,0,2,0,4
549,31.646,1035.409,-15,27,29.346,141.691,252.863,38.256,0,2,0,8
550,43.973,733.965,0,27,5.738,3.826,7.317,6.472,0,2,0,4
551,35.843,430.79,0,27,16.259,7.651,42.075,17.656,0,2,0,4
552,32.07,115.522,0,27,27.831,141.299,62.653,19.128,0,2,0,8
553,633.684,415.596,0,27,28.889,142.085,0,0,0,2,0,8
554,31.734,1035.294,0,27,29.346,141.691,195.164,34.43,0,2,0,8
555,30.445,428.98,-15,32,11.477,7.651,32.928,13.238,0,2,0,4
556,31.932,115.625,-15,32,27.832,141.299,0,0,0,2,0,8
557,31.596,1035.397,-15,32,29.346,141.691,182.705,26.779,0,2,0,8
558,44.867,715.884,-15,37,3.826,5.738,13.72,5.74,0,2,0,4
559,28.13,425.142,-15,37,8.607,5.738,30.184,9.855,0,2,0,4
560,31.671,1035.385,-15,37,29.346,141.691,157.23,37.299,0,2,0,8
561,32.112,725.024,0,37,4.782,4.782,13.72,5.223,0,2,0,4
562,636.55,416.589,0,37,23.91,70.773,375.933,70.773,0,2,0,4
563,30.199,426.152,0,37,10.52,5.738,39.331,11.622,0,2,0,4
564,32.165,114.711,0,37,27.832,141.299,98.665,20.084,0,2,0,8
565,31.828,1034.482,0,37,29.346,141.691,174.848,36.343,0,2,0,8
566,28.654,420.193,-15,42,9.564,5.738,28.355,10.373,0,2,0,4
567,31.718,1035.219,-15,42,29.346,141.691,178.135,27.735,0,2,0,8
568,32.108,421.485,0,42,10.52,5.739,32.928,11.622,0,2,0,4
569,31.824,1034.596,0,42,29.346,141.691,141.887,25.822,0,2,0,8
570,28.778,427.505,-15,47,11.477,6.695,35.672,12.14,0,2,0,4
571,31.842,1035.355,-15,47,29.346,141.691,171.866,33.474,0,2,0,8
572,45.135,720.776,0,47,3.826,5.739,12.806,5.738,0,2,0,4
573,32.223,428.601,0,47,10.52,6.693,36.587,11.988,0,2,0,4
574,633.889,414.841,0,47,28.889,142.085,0,0,0,2,0,8
575,31.939,1034.539,0,47,29.346,141.691,153.772,24.866,0,2,0,8
576,32.893,720.449,-15,52,4.782,3.826,9.147,4.857,0,2,0,4
577,27.633,429.228,-15,52,11.477,6.695,35.672,12.506,0,2,0,4
578,31.989,115.394,-15,52,27.831,141.298,79.719,15.302,0,2,0,8
579,31.653,1035.167,-15,52,29.346,141.691,226.024,34.43,0,2,0,8
580,43.952,730.986,0,52,5.738,3.826,7.317,6.472,0,2,0,4
581,33.91,428.767,0,52,16.259,7.65,47.563,16.924,0,2,0,4
582,32.05,115.412,0,52,27.832,141.3,84.991,15.302,0,2,0,8
583,633.663,415.486,0,52,28.889,142.084,62.141,16.259,0,2,0,8
584,31.713,1035.183,0,52,29.346,141.691,236.216,42.081,0,2,0,8
585,30.414,732.076,-15,57,3.825,5.739,10.976,6.106,0,2,0,4
586,26.11,428.421,-15,57,10.52,6.695,32.014,11.256,0,2,0,4
587,31.564,1035.318,-15,57,29.346,141.691,195.985,29.648,0,2,0,8
588,31.247,429.956,0,57,14.346,6.695,45.734,14.791,0,2,0,4
589,31.919,1035.896,0,57,29.346,141.691,189.426,26.779,0,2,0,8
590,26.017,428.921,-15,62,10.52,5.741,36.587,11.622,0,2,0,4
591,31.808,115.566,-15,62,27.832,141.3,99.847,21.997,0,2,0,8
592,633.421,415.644,-15,62,28.889,142.086,58.453,13.389,0,2,0,8
593,31.472,1035.339,-15,62,29.346,141.693,175.477,29.648,0,2,0,8
594,633.833,415.804,0,62,28.889,142.086,56.171,15.302,0,2,0,8
595,31.884,1035.503,0,62,29.346,141.693,209.725,30.604,0,2,0,8
596,27.688,421.933,-15,67,9.564,6.695,34.758,11.105,0,2,0,4
597,633.657,415.827,-15,67,28.889,142.086,142.114,27.735,0,2,0,8
598,31.708,1035.526,-15,67,29.346,141.689,164.309,25.822,0,2,0,8
599,31.045,422.776,0,67,12.433,6.695,41.161,13.389,0,2,0,4
600,633.914,1035.597,0,67,28.65,140.961,104.166,28.692,0,2,0,8
601,31.718,1035.409,0,67,29.346,141.689,127.837,20.084,0,2,0,8
602,145.052,1009.118,2,71,4.782,4.78,16.464,5.69,0,2,0,2
603,241.365,223.19,-6,70,10.52,17.216,116.164,19.271,0,2,0,2
604,30.048,422.819,-5,67,11.477,6.695,35.672,12.872,0,2,0,4
605,31.555,1035.452,-5,67,29.346,141.689,143.373,26.779,0,2,0,8
606,28.115,429.413,-5,62,9.564,5.737,32.928,10.739,0,2,0,4
607,31.872,115.101,-5,62,27.831,141.296,99.371,20.084,0,2,0,8
608,31.535,1034.87,-5,62,29.346,141.689,155.761,28.692,0,2,0,8
609,27.259,428.999,-5,57,11.477,5.739,38.417,11.477,0,2,0,4
610,31.636,1035.415,-5,57,29.346,141.691,203.374,30.604,0,2,0,8
611,29.987,430.667,-5,52,13.389,6.695,45.734,14.273,0,2,0,4
612,31.495,1034.695,-5,52,29.346,141.691,196.517,35.386,0,2,0,8
613,23.732,123.194,-20,22,15.302,43.517,6400,96.569,0,2,0,4
614,24.569,1032.454,-45,22,15.081,45.267,6400,96.569,0,2,0,4
615,632.733,1016.798,-45,22,30.018,47.819,6400,120,0,2,0,4
616,629.327,136.615,-20,22,23.353,55.694,9599.999,129.218,0,2,0,4
617,632.599,691.258,-20,22,25.414,42.454,4800,96.569,0,2,0,4
618,629.126,1004.507,-20,22,22.953,20.562,4800,96.569,0,2,0,4
619,628.258,422.42,-20,22,21.215,53.33,6400,120,0,2,0,4
620,631.825,423.095,-45,27,13.956,50.849,4800,120,0,2,0,4
621,640.542,689.627,-45,27,15.303,44.95,162.813,44.409,0,2,0,4
622,25.843,107.81,-45,27,18.692,29.936,4800,96.569,0,2,0,4
623,624.798,122.729,-45,27,15.379,23.431,6400,96.569,0,2,0,4
624,23.084,1040.815,-20,22,11.502,33.718,6400,96.569,0,2,0,4
625,28.694,1029.647,-45,27,24.397,50.734,6400,96.569,0,2,0,4
626,629.384,1025.818,-45,27,24.549,56.759,6400,120,0,2,0,4
627,625.595,125.22,-20,27,15.951,20.862,6400,96.569,0,2,0,4
628,26.792,1030.38,-20,27,21.482,44.647,6400,96.569,0,2,0,4
629,628.618,1017.142,-20,27,21.996,35.386,6400,96.569,0,2,0,4
630,641.051,694.361,-20,27,13.389,46.863,120.738,43.199,0,2,0,4
631,29.927,427.913,-5,47,10.52,6.695,34.758,11.622,0,2,0,4
632,628.749,424.157,-20,27,17.475,56.326,6400,120,0,2,0,4
633,27.382,117.89,-20,27,22.659,44.457,6400,96.569,0,2,0,4
634,31.913,1034.806,-5,47,29.346,141.691,159.18,26.779,0,2,0,8
635,629.686,417.538,-45,12,20.563,65.99,6400,120,0,2,0,4
636,25.091,117.057,-45,12,17.378,48.426,6400,96.569,0,2,0,4
637,625.968,139.606,-45,12,17.902,50.619,9599.999,129.218,0,2,0,4
638,627.604,1034.754,-45,12,19.653,32.782,6400,96.569,0,2,0,4
639,24.51,125.885,-20,12,16.45,40.878,6400,96.569,0,2,0,4
640,633.604,697.84,-45,12,28.028,46.936,6400,120,0,2,0,4
641,625.62,139.293,-20,12,14.455,53.413,8000,129.218,0,2,0,4
642,27.659,1035.102,-45,12,21.484,57.814,6400,96.569,0,2,0,4
643,44.509,715.225,-5,42,3.826,3.825,10.976,5.014,0,2,0,4
644,626.516,1026.725,-20,12,17.463,37.756,6400,96.569,0,2,0,4
645,624.69,415.958,-20,12,14.127,57.676,6400,120,0,2,0,4
646,26.227,1035.561,-20,12,20.339,43.562,6400,96.569,0,2,0,4
647,27.466,122.963,-45,17,22.116,56.427,6400,96.569,0,2,0,4
648,623.76,129.403,-45,17,13.483,27.245,6400,96.569,0,2,0,4
649,30.163,420.658,-5,42,9.564,5.738,31.099,10.373,0,2,0,4
650,628.192,419.016,-45,17,22.346,47.716,6400,120,0,2,0,4
651,25.858,110.64,-45,22,18.667,46.902,6400,96.569,0,2,0,4
652,627.059,138.566,-45,22,19.367,52.183,8000,129.218,0,2,0,4
653,624.23,124.67,-20,17,9.659,27.487,6400,96.569,0,2,0,4
654,25.88,1034.938,-45,17,18.942,40.054,6400,96.569,0,2,0,4
655,640.096,696.299,-20,17,15.302,31.559,140.861,34.794,0,2,0,4
656,632.102,1008.295,-45,17,30.165,16.825,4800,96.569,0,2,0,4
657,644.278,688.19,-45,17,7.652,36.343,107.932,32.189,0,2,0,4
658,28.486,1028.387,-20,17,21.041,36.787,4800,96.569,0,2,0,4
659,633.401,1015.254,-20,17,30.604,28.692,237.817,59.521,0,2,0,4
660,631.011,415.539,-20,17,26.778,60.131,6400,120,0,2,0,4
661,639.612,691.149,-45,22,17.214,55.47,146.349,39.068,0,2,0,4
662,628.702,419.815,-45,22,17.738,55.865,6400,120,0,2,0,4
663,23.966,122.596,-20,17,13.406,30.073,6400,96.569,0,2,0,4
664,31.67,1034.725,-5,42,29.346,141.691,174.165,30.604,0,2,0,8
665,24.643,121.874,-20,7,17.206,42.37,6400,96.569,0,2,0,4
666,627.091,139.964,-20,7,18.963,46.032,8000,129.218,0,2,0,4
667,633.177,1013.098,-4,38,30.604,35.386,517.708,40.18,0,2,0,4
668,639.393,687.448,-4,38,18.171,30.604,231.414,31.642,0,2,0,4
669,634.133,406.748,-4,38,26.779,37.299,283.551,42.951,0,2,0,4
670,645.425,698.221,-20,7,3.662,44.422,4800,120,0,2,0,4
671,626.603,418.852,-20,7,17.076,52.309,8000,129.218,0,2,0,4
672,26.123,1035.68,-20,7,20.164,37.539,6400,96.569,0,2,0,4
673,41.65,114.093,-4,38,10.52,10.52,39.331,13.805,0,2,0,4
674,625.455,1032.294,-20,7,15.187,25.671,6400,96.569,0,2,0,4
675,633.756,1035.831,-4,38,28.65,140.961,64.185,19.128,0,2,0,8
676,31.561,1035.64,-4,38,29.346,141.691,196.546,31.561,0,2,0,8
677,629.114,414.961,-35,17,21.204,58.764,6400,120,0,2,0,4
678,24.653,120.36,-35,17,17.334,28.715,6400,96.569,0,2,0,4
679,624.177,126.246,-35,17,13.029,25.656,6400,96.569,0,2,0,4
680,25.458,1040.602,-35,22,18.637,43.661,6400,96.569,0,2,0,4
681,626.282,137.067,-35,12,17.002,64.512,8000,129.218,0,2,0,4
682,22.833,1034.258,-35,17,13.689,38.378,6400,96.569,0,2,0,4
683,626.79,1008.375,-35,17,18.473,18.171,4800,96.569,0,2,0,4
684,627.702,1024.815,-35,12,19.901,51.647,8000,129.218,0,2,0,4
685,640.03,689.901,-35,17,15.303,40.169,118.908,28.513,0,2,0,4
686,32.737,438.547,-35,12,24.866,32.518,31.099,14.194,0,2,0,4
687,25.97,119.083,-35,7,19.819,38.91,6400,96.569,0,2,0,4
688,629.97,422.747,-35,12,14.715,53.596,6400,120,0,2,0,4
689,23.747,121.395,-35,12,14.736,33.833,6400,96.569,0,2,0,3
690,26.726,1031.206,-35,12,18.717,50.089,6400,96.569,0,2,0,4
691,631.224,420.016,-35,7,26.196,49.192,8000,129.218,0,2,0,4
692,32.798,438.667,-35,7,24.866,24.866,21.952,13.046,0,2,0,4
693,625.759,147.444,-35,7,16.258,32.516,4800,96.569,0,2,0,4
694,642.495,688.284,-35,7,10.521,24.866,107.932,23.862,0,2,0,4
695,623.441,123.313,-35,2,11.477,30.304,6400,96.569,0,2,0,4
696,28.048,1040.53,-35,7,19.947,30.348,6400,96.569,0,2,0,4
697,29.607,426.21,-5,37,8.608,5.738,31.099,9.489,0,2,0,4
698,626.616,1032.221,-35,7,17.977,29.345,6400,96.569,0,2,0,4
699,25.763,123.809,-35,2,17.431,32.795,6400,96.569,0,2,0,4
700,627.833,150.049,-45,7,12.924,26.917,4800,96.569,0,2,0,4
701,24.43,122.358,-45,7,16.012,43.949,6400,96.569,0,2,0,4
702,25.134,121.149,-20,2,14.071,26.146,6400,96.569,0,2,0,4
703,26.508,1030.462,-20,2,20.66,48.119,6400,96.569,0,2,0,4
704,644.003,687.735,-35,2,7.652,31.559,77.748,23.475,0,2,0,4
705,632.257,419.302,-35,2,29.108,64.411,6400,120,0,2,0,4
706,632.571,1015.489,-20,2,28.691,24.868,154.581,51.62,0,2,0,4
707,640.7,697.009,-20,2,14.346,45.906,197.571,43.919,0,2,0,4
708,630.181,139.434,-20,2,23.91,42.08,248.793,41.559,0,2,0,4
709,627.532,418.122,-20,2,19.57,57.178,8000,129.218,0,2,0,4
710,28.03,1032.184,-35,2,23.792,50.034,6400,96.569,0,2,0,4
711,29.192,1042.68,-45,7,25.539,36.85,6400,96.569,0,2,0,4
712,632.817,1017.561,-45,7,30.603,23.911,227.755,62.322,0,2,0,4
713,633.482,1016.731,-35,2,30.603,29.648,180.192,57.026,0,2,0,4
714,642.856,693.346,-45,7,10.521,33.474,122.567,34.438,0,2,0,4
715,630.425,420.774,-45,7,26.779,61.209,8000,129.218,0,2,0,4
716,31.593,1034.539,-5,37,29.346,141.691,181.518,44.95,0,2,0,8
717,23.775,119.88,-35,42,14.954,31.082,6400,96.569,0,2,0,4
718,623.282,129.076,-35,42,10.832,27.992,6400,96.569,0,2,0,4
719,644.167,682.474,-35,42,7.652,23.91,88.724,19.862,0,2,0,4
720,22.948,112.367,-35,37,13.58,45.987,6400,96.569,0,2,0,4
721,629.046,418.398,-35,42,22.36,48.045,6400,120,0,2,0,4
722,626.626,135.644,-35,37,16.722,52.486,9599.999,129.218,0,2,0,4
723,28.257,1033.334,-35,42,21.931,31.796,4800,96.569,0,2,0,4
724,630.439,1010.235,-35,42,25.146,21.603,4800,96.569,0,2,0,4
725,44.511,726.754,-5,32,3.826,4.782,12.806,5.223,0,2,0,4
726,629.923,1010.376,-35,37,24.387,28.692,4800,96.569,0,2,0,4
727,643.55,676.596,-35,37,8.606,25.823,82.321,23.673,0,2,0,4
728,27.741,1037.575,-35,37,21.894,39.073,6400,96.569,0,2,0,4
729,629.892,420.295,-35,37,19.987,55.448,6400,120,0,2,0,4
730,629.54,139.032,-35,32,23.909,42.108,8000,129.218,0,2,0,4
731,626.181,419.759,-35,32,17.187,51.545,8000,129.218,0,2,0,4
732,26.372,118.306,-35,32,20.708,35.086,6400,96.569,0,2,0,4
733,32.078,429.796,-5,32,13.389,7.651,36.587,14.639,0,2,0,4
734,636.235,692.29,-35,32,22.955,32.517,154.581,42.008,0,2,0,4
735,632.47,417.517,-35,27,29.648,65.991,6400,120,0,2,0,4
736,627.564,414.661,-35,22,19.77,60.249,6400,120,0,2,0,4
737,25.448,114.535,-35,27,18.736,37.685,6400,96.569,0,2,0,4
738,621.083,125.708,-35,27,6.874,32.419,6400,96.569,0,2,0,4
739,24.073,115.899,-35,22,15.928,44.217,6400,96.569,0,2,0,4
740,628.196,136.395,-35,22,21.04,55.382,8000,129.218,0,2,0,4
741,27.15,1031.041,-35,27,22.139,49.732,6400,96.569,0,2,0,4
742,643.468,696.783,-35,27,8.606,30.605,63.113,24.128,0,2,0,4
743,25.562,1042.413,-35,32,15.984,29.867,6400,96.569,0,2,0,4
744,633.364,1017.94,-35,32,30.605,29.648,252.451,42.961,0,2,0,4
745,633.427,1016.694,-35,27,30.605,31.56,213.12,57.505,0,2,0,4
746,629.46,1005.165,-35,22,23.075,21.088,4800,96.569,0,2,0,4
747,643.023,691.056,-35,22,9.563,55.47,116.164,29.365,0,2,0,4
748,31.673,1034.3,-5,32,29.346,141.691,144.975,25.822,0,2,0,8
749,28.636,1030.39,-30,67,23.905,50.182,6400,96.569,0,2,0,4
750,632.119,1009.128,-30,67,29.648,24.868,4800,96.569,0,2,0,4
751,630.568,136.632,-35,62,23.968,48.973,8000,129.218,0,2,0,4
752,632.357,1004.109,-35,62,28.675,20.546,4800,96.569,0,2,0,4
753,632.251,689.034,-35,62,23.142,42.85,4800,96.569,0,2,0,4
754,629.64,422.972,-35,62,23.911,50.114,6400,120,0,2,0,4
755,26.941,117.484,-35,62,20.367,33.707,6400,96.569,0,2,0,4
756,44.478,734.05,-5,27,3.826,3.825,11.891,5.014,0,2,0,4
757,25.296,127.722,-35,57,18.171,37.193,6400,96.569,0,2,0,4
758,623.634,129.435,-35,57,11.707,31.664,6400,96.569,0,2,0,4
759,26.505,1036.734,-35,62,17.3,44.079,6400,96.569,0,2,0,4
760,632.605,420.326,-35,57,29.648,62.166,6400,120,0,2,0,4
761,42.513,723.021,-35,57,7.652,16.258,44.819,15.957,0,2,0,4
762,624.39,123.525,-35,52,13.229,24.714,6400,96.569,0,2,0,4
763,32.523,432.31,-5,27,14.346,6.695,42.99,15.157,0,2,0,4
764,31.991,1038.15,-35,57,30.605,51.645,543.319,66.733,0,2,0,4
765,633.562,1015.199,-35,57,30.603,26.779,246.963,48.864,0,2,0,4
766,625.425,421.464,-35,52,15.301,54.617,6400,120,0,2,0,4
767,28.405,112.746,-35,52,18.635,17.891,4800,96.569,0,2,0,4
768,632.028,686.986,-35,47,22.749,35.397,4800,96.569,0,2,0,4
