DEFECTID,XREL,YREL,XINDEX,YINDEX,XSIZE,YSIZE,DEFECTAREA,DSIZE,CLASSNUMBER,TEST,CLUSTERNUMBER,ROUGHBINNUMBER
1129,30.338,114.667,-60,37,27.714,55.288,4800,96.569,0,2,0,4
1130,627.178,136.55,-60,37,16.819,53.329,8000,129.218,0,2,0,4
1131,630.998,1008.169,-60,37,27.809,28.404,6400,96.569,0,2,0,4
1132,631.037,417.6,-60,37,25.673,52.31,6400,120,0,2,0,4
1133,637.178,690.025,-60,37,21.996,53.557,159.154,46.676,0,2,0,4
1134,27.108,125.789,-60,32,21.255,58.34,6400,96.569,0,2,0,4
1135,624.893,126.976,-60,32,14.664,26.059,6400,96.569,0,2,0,4
1136,26.104,1040.675,-60,37,15.98,39.545,6400,96.569,0,2,0,4
1137,31.742,729.239,-30,17,4.782,3.826,10.976,4.782,0,2,0,4
1138,640.522,692.928,-60,32,15.305,40.168,170.13,46.865,0,2,0,4
1139,627.877,406.199,-60,32,20.489,22.281,4800,96.569,0,2,0,4
1140,632.873,1014.274,-60,32,30.605,28.692,326.54,55.514,0,2,0,4
1141,26.029,113.951,-60,27,19.131,44.631,4800,96.569,0,2,0,4
1142,623.877,126.811,-60,27,11.005,29.813,6400,96.569,0,2,0,4
1143,29.201,1040.231,-60,32,25.444,35.655,6400,96.569,0,2,0,4
1144,630.467,401.505,-60,27,20.084,35.387,163.728,39.252,0,2,0,4
1145,25.527,421.282,-30,17,7.65,5.737,21.038,8.605,0,2,0,4
1146,628.11,125.694,-15,42,20.837,29.219,6400,96.569,0,2,0,4
1147,27.244,1033.647,-60,22,21.557,50.172,6400,96.569,0,2,0,4
1148,629.397,1016.715,-60,22,24.136,48.932,6400,129.218,0,2,0,4
1149,626.404,135.982,-60,22,15.781,53.838,8000,129.218,0,2,0,4
1150,640.51,690.031,-60,22,15.301,55.471,134.458,42.227,0,2,0,4
1151,628.901,417.516,-60,22,23.64,54.404,6400,120,0,2,0,4
1152,27.553,1027.616,-60,27,22.182,50.999,6400,96.569,0,2,0,4
1153,631.549,1009.138,-60,27,28.938,23.258,4800,96.569,0,2,0,4
1154,640.265,690.374,-15,42,16.258,41.124,225.926,45.038,0,2,0,4
1155,632.447,685.742,-60,27,28.45,28.82,4800,96.569,0,2,0,4
1156,26.037,113.312,-60,22,19.142,56.391,6400,96.569,0,2,0,4
1157,627.33,419.73,-15,42,20.037,49.985,6400,120,0,2,0,4
1158,24.168,113.45,-15,42,14.936,35.898,6400,96.569,0,2,0,4
1159,633.407,415.653,-30,17,28.889,142.086,62.154,13.389,0,2,0,8
1160,31.458,1035.352,-30,17,29.345,141.691,193.415,29.648,0,2,0,8
1161,629.153,1011.117,-40,52,23.909,30.603,6400,96.569,0,2,0,4
1162,633.001,682.421,-40,52,23.952,29.087,4800,96.569,0,2,0,4
1163,623.003,131.99,-40,57,11.599,26.451,4800,96.569,0,2,0,4
1164,632.981,1018.247,-40,57,30.603,34.43,294.527,59.621,0,2,0,4
1165,24.651,1037.568,-40,52,16.63,28.597,6400,96.569,0,2,0,4
1166,26.153,124.572,-40,57,19.127,49.87,6400,96.569,0,2,0,4
1167,632.505,420.505,-40,57,29.648,61.209,589.053,61.187,0,2,0,4
1168,628.509,138.238,-40,62,21.53,47.237,8000,129.218,0,2,0,4
1169,28.495,1035.753,-40,57,22.888,33.936,6400,96.569,0,2,0,4
1170,633.056,684.519,-40,62,29.648,41.122,4800,96.569,0,2,0,4
1171,26.282,115.327,-40,62,13.027,27.344,4800,96.569,0,2,0,4
1172,27.171,719.316,-40,62,17.838,14.736,4800,96.569,0,2,0,4
1173,626.225,124.316,-60,52,15.32,24.975,6400,96.569,0,2,0,4
1174,28.524,1036.917,-40,62,25.633,53.493,6400,96.569,0,2,0,4
1175,32.158,427.258,-10,22,8.608,5.738,28.355,9.489,0,2,0,4
1176,628.194,1010.609,-40,62,21.383,27.245,4800,96.569,0,2,0,4
1177,629.154,419.466,-60,52,18.65,50.371,8000,129.218,0,2,0,4
1178,636.307,402.768,-60,42,23.911,41.124,265.257,61.658,0,2,0,4
1179,28.76,117.764,-60,42,24.38,51.645,6400,96.569,0,2,0,4
1180,640.295,687.737,-60,47,16.258,50.688,159.154,40.486,0,2,0,4
1181,630.385,1019.972,-60,52,26.844,57.36,6400,120,0,2,0,4
1182,630.873,700.498,-60,52,23.006,53.976,8000,129.218,0,2,0,4
1183,624.479,124.608,-60,42,14.599,27.076,6400,96.569,0,2,0,4
1184,26.049,1031.523,-60,47,18.524,44.621,6400,96.569,0,2,0,4
1185,27.401,410.121,-60,52,20.081,20.838,4800,96.569,0,2,0,4
1186,628.803,1007.988,-60,47,22.926,30.882,4800,96.569,0,2,0,4
1187,633.123,411.343,-60,47,30.605,64.077,685.095,80.333,0,2,0,4
1188,26.424,1028.724,-60,42,19.718,43.037,6400,96.569,0,2,0,4
1189,632.244,1007.206,-60,42,30.125,21.04,4800,96.569,0,2,0,4
1190,26.053,120.361,-60,47,18.65,55.948,4800,96.569,0,2,0,4
1191,626.865,127.587,-60,47,14.263,33.424,6400,96.569,0,2,0,4
1192,643.483,687.293,-60,42,9.563,38.255,154.581,35.971,0,2,0,4
1193,24.307,1024.412,-60,52,15.923,52.027,8000,129.218,0,2,0,4
1194,31.632,1035.589,-10,22,29.346,141.691,176.851,34.43,0,2,0,8
1195,623.659,126.783,-40,27,12.365,27.971,4800,96.569,0,2,0,4
1196,27.876,1035.192,-40,22,22.53,49.459,6400,96.569,0,2,0,4
1197,633.142,422.902,-40,27,8.608,53.558,4800,120,0,2,0,4
1198,642.229,691.648,-40,27,12.432,41.125,130.799,36.943,0,2,0,4
1199,26.423,120.099,-40,27,13.285,28.893,6400,96.569,0,2,0,4
1200,26.53,115.901,-40,32,19.678,32.408,6400,96.569,0,2,0,4
1201,633.142,1017.776,-40,27,30.603,35.387,244.219,53.412,0,2,0,4
1202,623.837,140.329,-40,32,13.067,41.154,6400,120,0,2,0,4
1203,25.218,1038.598,-40,27,16.638,28.689,6400,96.569,0,2,0,4
1204,633.083,1017.351,-40,32,30.603,26.779,286.295,67.119,0,2,0,4
1205,642.647,692.658,-40,32,11.477,31.561,155.495,30.953,0,2,0,4
1206,626.538,422,-40,32,17.874,57.383,8000,129.218,0,2,0,4
1207,628.757,136.014,-40,37,21.54,53.116,8000,129.218,0,2,0,4
1208,27.458,1036.314,-40,32,23.445,40.794,6400,96.569,0,2,0,4
1209,27.393,115.955,-40,37,21.267,55.471,6400,96.569,0,2,0,4
1210,621.899,126.639,-40,42,8.875,32.68,6400,96.569,0,2,0,4
1211,26.671,1038.139,-40,37,21.511,40.982,6400,96.569,0,2,0,4
1212,626.052,421.612,-40,37,17.357,49.744,6400,120,0,2,0,4
1213,23.792,426.069,-30,22,11.477,5.738,32.014,12.14,0,2,0,4
1214,628.407,1008.583,-40,37,22.066,26.143,4800,96.569,0,2,0,4
1215,637.454,692.179,-40,37,21.997,55.47,137.202,41.123,0,2,0,4
1216,24.997,119.936,-40,42,13.599,29.639,6400,96.569,0,2,0,4
1217,627.931,129.218,-40,52,21.461,33.831,6400,96.569,0,2,0,4
1218,25.733,1035.507,-40,47,17.166,33.373,6400,96.569,0,2,0,4
1219,622.554,132.793,-40,47,9.59,41.243,6400,96.569,0,2,0,4
1220,629.31,1011.007,-40,47,23.909,34.908,4800,96.569,0,2,0,4
1221,636.989,691.727,-40,42,22.953,27.736,151.837,36.053,0,2,0,4
1222,632.626,686.448,-40,47,26.674,34.052,4800,96.569,0,2,0,4
1223,33.509,425.372,-40,42,26.777,19.128,39.331,15.595,0,2,0,4
1224,637.946,413.895,-40,42,19.127,55.47,86.895,27.298,0,2,0,4
1225,32.046,431.199,-40,47,29.648,15.303,40.246,16.845,0,2,0,4
1226,636.481,410.157,-40,47,16.258,59.296,134.458,46.647,0,2,0,4
1227,26.643,115.4,-40,47,19.409,40.169,6400,96.569,0,2,0,4
1228,26.964,1032.924,-40,42,22.297,36.83,6400,96.569,0,2,0,4
1229,31.892,427.716,-40,52,29.648,10.521,39.331,15.438,0,2,0,4
1230,625.366,419.566,-40,52,16.188,58.382,4800,120,0,2,0,4
1231,29.8,113.226,-40,52,26.423,44.315,4800,96.569,0,2,0,4
1232,631.729,1009.488,-40,42,28.692,22.475,4800,96.569,0,2,0,4
1233,31.634,1035.355,-30,22,29.346,141.691,196.1,36.343,0,2,0,8
1234,629.877,701.681,-65,22,22.69,56.372,8000,129.218,0,2,0,4
1235,28.119,114.289,-65,22,18.33,50.53,6400,96.569,0,2,0,4
1236,626.393,135.041,-65,22,15.961,56.115,9599.999,129.218,0,2,0,4
1237,627.279,420.484,-65,22,19.413,46.247,6400,120,0,2,0,4
1238,632.154,1021.982,-65,22,25.33,61.536,8000,129.218,0,2,0,4
1239,627.206,147.491,-40,7,20.084,32.516,4800,96.569,0,2,0,4
1240,25.448,120.753,-40,7,16.512,35.145,6400,96.569,0,2,0,4
1241,26.752,1033.243,-65,22,21.492,57.371,6400,96.569,0,2,0,4
1242,626.763,419.639,-40,7,19.197,53.23,8000,129.218,0,2,0,4
1243,641.552,697.893,-40,7,13.39,42.082,171.045,34.282,0,2,0,4
1244,625.081,142.592,-40,12,15.663,47.268,9599.999,129.218,0,2,0,4
1245,32.81,436.797,-40,7,23.909,21.04,27.44,12.163,0,2,0,4
1246,25.145,1038.604,-40,7,19.102,36.814,6400,96.569,0,2,0,4
1247,622.69,1032.37,-40,7,11.051,16.773,4800,96.569,0,2,0,4
1248,24.515,121.495,-40,12,14.875,31.147,6400,96.569,0,2,0,4
1249,624.55,423.584,-40,12,14.599,50.652,6400,120,0,2,0,4
1250,27.126,1036.133,-40,12,22.621,46.593,6400,96.569,0,2,0,4
1251,33.596,432.008,-10,27,13.39,7.651,42.075,13.907,0,2,0,4
1252,629.683,1012.225,-40,12,24.866,26.779,4800,96.569,0,2,0,4
1253,623.28,128.358,-40,17,12.136,30.455,6400,96.569,0,2,0,4
1254,627.364,419.018,-40,22,16.35,57.136,6400,120,0,2,0,4
1255,627.909,419.287,-40,17,16.808,48.878,6400,120,0,2,0,4
1256,24.032,115.754,-40,22,14.732,43.571,6400,96.569,0,2,0,4
1257,628.118,137.889,-40,22,21.683,49.586,8000,129.218,0,2,0,4
1258,23.063,120.129,-40,17,12.926,28.086,6400,96.569,0,2,0,4
1259,641.12,687.92,-40,17,14.345,35.387,124.396,36.521,0,2,0,4
1260,28.56,1036.506,-40,17,23.682,36.15,6400,96.569,0,2,0,4
1261,632.991,1015.008,-40,17,30.605,27.735,241.475,51.718,0,2,0,4
1262,628.03,1009.498,-40,22,21.509,30.075,4800,96.569,0,2,0,4
1263,34.294,427.305,-40,17,24.866,17.216,30.184,13.412,0,2,0,4
1264,33.403,435.4,-40,22,26.779,23.91,31.099,14.712,0,2,0,4
1265,31.636,1035.556,-10,27,29.346,141.691,212.08,36.343,0,2,0,8
1266,630.877,408.774,-65,42,26.371,28.313,6400,96.569,0,2,0,4
1267,28.502,116.187,-65,42,24.887,43.135,6400,96.569,0,2,0,4
1268,623.857,128.062,-65,42,12.455,40.234,6400,96.569,0,2,0,4
1269,30.881,417.88,-65,42,26.779,20.084,45.734,26.173,0,2,0,4
1270,629.318,1033.594,-65,42,23.38,27.179,6400,96.569,0,2,0,4
1271,631.6,699.258,-65,42,24.277,44.464,6400,129.218,0,2,0,4
1272,28.061,116.003,-65,37,18.204,55.723,6400,96.569,0,2,0,4
1273,626.482,137.792,-65,37,17.918,50.24,8000,129.218,0,2,0,4
1274,38.674,420.818,-65,37,9.098,47.82,4800,120,0,2,0,4
1275,25.568,1034.598,-65,42,15.575,31.562,6400,96.569,0,2,0,4
1276,636.6,417.823,-65,37,11.963,46.805,4800,120,0,2,0,4
1277,631.189,1021.352,-65,37,27.34,56.927,8000,129.218,0,2,0,4
1278,630.182,698.352,-65,37,23.232,56.319,6400,129.218,0,2,0,4
1279,29.1,1031.8,-65,37,26.299,57.083,6400,96.569,0,2,0,4
1280,625.381,127.428,-65,32,15.694,28.304,6400,96.569,0,2,0,4
1281,630.912,419.878,-65,32,25.002,42.102,6400,120,0,2,0,3
1282,23.343,428.092,-30,27,10.521,5.738,29.27,11.256,0,2,0,4
1283,24.506,121.397,-65,32,15.503,45.686,6400,96.569,0,2,0,4
1284,31.268,741.235,-65,32,8.606,10.52,20.123,10.963,0,2,0,4
1285,631.393,702.98,-65,32,25.009,58.101,6400,129.218,0,2,0,4
1286,29.443,414.564,-65,27,23.911,26.779,35.672,19.862,0,2,0,4
1287,625.588,121.648,-65,27,15.926,25.958,6400,96.569,0,2,0,4
1288,31.748,1036.759,-65,32,30.605,48.776,538.746,69.719,0,2,0,4
1289,625.412,419.82,-65,27,13.527,45.913,8000,129.218,0,2,0,4
1290,632.951,1025.951,-65,32,30.376,54.894,6400,120,0,2,0,4
1291,28.428,1038.642,-65,27,24.754,36.721,6400,96.569,0,2,0,4
1292,31.15,115.03,-65,27,29.095,48.409,4800,96.569,0,2,0,4
1293,632.139,1025.249,-65,27,28.679,57.4,6400,120,0,2,0,4
1294,633.24,706.217,-65,27,26.573,53.786,8000,129.218,0,2,0,4
1295,31.667,1035.466,-30,27,29.346,141.691,207.023,36.343,0,2,0,8
1296,629.803,421.183,-55,37,21.076,51.444,6400,120,0,2,0,4
1297,25.127,114.455,-55,37,17.101,54.305,6400,96.569,0,2,0,4
1298,629.385,1009.5,-55,37,24.387,30.127,4800,96.569,0,2,0,4
1299,31.401,1034.127,-55,37,30.605,60.252,551.551,83.229,0,2,0,4
1300,645.245,697.479,-55,37,5.1,49.732,4800,120,0,2,0,4
1301,633.045,404.328,-55,42,22.953,40.168,247.878,42.898,0,2,0,4
1302,22.807,116.627,-55,42,12.31,47.205,6400,96.569,0,2,0,4
1303,624.448,126.519,-55,42,14.362,28.024,6400,96.569,0,2,0,4
1304,45.107,719.909,-10,32,3.826,3.826,10.976,4.339,0,2,0,4
1305,644.522,689.332,-55,42,7.652,40.168,134.458,36.751,0,2,0,4
1306,633.045,1008.765,-55,42,30.605,24.866,280.806,48.214,0,2,0,4
1307,30.998,1030.285,-55,42,29.648,43.037,463.742,66.842,0,2,0,4
1308,628.327,413.354,-55,47,21.954,36.411,4800,96.569,0,2,0,4
1309,31.717,429.645,-10,32,9.564,6.695,29.27,10.739,0,2,0,4
1310,32.037,103.04,-55,47,29.648,32.517,294.527,43.124,0,2,0,4
1311,625.702,128.478,-55,47,12.161,37.917,6400,96.569,0,2,0,4
1312,643.17,692.173,-55,47,10.521,45.908,155.495,33.399,0,2,0,4
1313,629.748,688.169,-55,52,25.295,27.933,4800,96.569,0,2,0,4
1314,625.471,128.236,-55,52,15.278,30.418,6400,96.569,0,2,0,4
1315,31.315,428.609,-55,52,28.69,12.434,42.075,17.467,0,2,0,4
1316,633.127,1009.216,-55,47,30.605,31.561,329.284,49.208,0,2,0,4
1317,630.975,403.265,-55,52,26.779,45.906,277.148,43.781,0,2,0,4
1318,25.694,1032.959,-55,47,19.447,48.534,6400,96.569,0,2,0,4
1319,29.088,124.681,-55,52,24.54,45.496,4800,96.569,0,2,0,4
1320,23.998,1034.755,-55,52,15.804,31.952,6400,96.569,0,2,0,4
1321,632.885,1009.138,-55,52,30.602,35.387,370.445,60.388,0,2,0,4
1322,31.669,1035.584,-10,32,29.346,141.691,144.977,23.91,0,2,0,8
1323,629.151,1009.799,-55,22,23.754,33.431,4800,96.569,0,2,0,4
1324,644.912,695.045,-55,22,5.726,52.68,4800,120,0,2,0,4
1325,626.49,141.917,-25,7,14.154,44.144,6400,120,0,2,0,4
1326,28.069,1032.447,-55,22,24.429,48.971,6400,96.569,0,2,0,4
1327,42.502,723.651,-25,7,8.607,15.303,23.782,14.869,0,2,0,4
1328,641.68,698.307,-25,7,13.39,43.037,278.062,44.36,0,2,0,4
1329,627.511,423.743,-25,7,17.352,48.733,8000,129.218,0,2,0,4
1330,24.635,119.299,-25,7,15.909,35.561,6400,96.569,0,2,0,4
1331,24.798,1035.12,-25,7,18.149,38.584,6400,96.569,0,2,0,4
1332,623.812,1031.268,-25,7,13.039,24.593,4800,96.569,0,2,0,4
1333,624.108,127.02,-55,27,13.538,32.778,6400,96.569,0,2,0,4
1334,32.248,107.988,-55,27,28.008,31.374,4800,96.569,0,2,0,4
1335,643.998,689.858,-55,27,8.606,44.95,217.694,41.193,0,2,0,4
1336,23.804,427.448,-30,32,7.65,4.782,21.952,8.239,0,2,0,4
1337,629.174,407.244,-55,27,22.953,43.994,275.318,56.427,0,2,0,4
1338,631.68,1011.614,-25,2,27.735,17.216,132.628,37.962,0,2,0,4
1339,27.83,1031.979,-55,27,23.628,46.728,6400,96.569,0,2,0,4
1340,641.722,696.966,-25,2,13.39,45.906,258.854,48.113,0,2,0,4
1341,24.861,122.669,-25,2,14.74,28.519,6400,96.569,0,2,0,4
1342,626.213,424.196,-25,2,17.757,55.805,6400,120,0,2,0,4
1343,629.389,1011.776,-55,27,24.342,29.837,6400,96.569,0,2,0,4
1344,627.681,130.091,-25,2,15.102,21.709,4800,96.569,0,2,0,4
1345,626.752,136.695,-55,37,19.131,55.193,9599.999,129.218,0,2,0,4
1346,26.259,1034.45,-25,2,20.988,56.187,6400,96.569,0,2,0,4
1347,633.6,415.603,-30,32,28.889,142.085,50.283,16.259,0,2,0,8
1348,31.65,1035.3,-30,32,29.346,141.691,166.49,25.822,0,2,0,8
1349,23.742,121.394,-25,22,14.132,39.897,6400,96.569,0,2,0,4
1350,625.417,416.033,-25,22,16.259,71.313,6400,120,0,2,0,4
1351,633.405,683.873,-25,22,22.668,36.76,4800,96.569,0,2,0,4
1352,628.098,1006.655,-25,22,20.554,23.977,4800,96.569,0,2,0,4
1353,644.338,700.272,-55,12,3.662,50.348,4800,120,0,2,0,4
1354,630.573,142.922,-55,12,26.669,54.165,9599.999,129.218,0,2,0,4
1355,22.581,1034.13,-25,22,13.723,36.343,6400,96.569,0,2,0,4
1356,624.768,420.071,-55,12,15.278,56.992,6400,120,0,2,0,4
1357,27.037,120.274,-55,12,21.042,52.601,6400,96.569,0,2,0,4
1358,632.436,1027.926,-55,12,30.605,56.509,8000,129.218,0,2,0,4
1359,627.138,124.219,-25,17,14.918,15.728,6400,96.569,0,2,0,4
1360,24.534,1031.94,-55,12,17.937,56.885,6400,96.569,0,2,0,4
1361,24.42,117.045,-25,17,15.49,40.476,6400,96.569,0,2,0,4
1362,633.068,1017.807,-25,17,30.604,33.474,271.66,63.786,0,2,0,4
1363,640.718,692.157,-25,17,15.302,40.167,158.239,43.314,0,2,0,4
1364,30.803,425.411,-10,37,7.651,5.738,29.27,9.072,0,2,0,4
1365,627.773,415.991,-25,17,20.971,59.79,6400,120,0,2,0,4
1366,26.205,1028.909,-25,17,20.97,37.502,6400,96.569,0,2,0,4
1367,27.327,1036.721,-25,12,22.77,58.863,6400,96.569,0,2,0,4
1368,627.427,1021.639,-25,12,20.2,43.995,8000,129.218,0,2,0,4
1369,25.079,125.083,-25,12,16.438,39.043,6400,96.569,0,2,0,4
1370,32.123,724.012,-25,12,26.695,18.557,4800,96.569,0,2,0,4
1371,23.483,116.291,-55,17,13.954,44.634,6400,96.569,0,2,0,4
1372,627.257,142.592,-25,12,13.349,49.9,8000,129.218,0,2,0,4
1373,624.061,126.526,-55,17,13.893,26.928,6400,96.569,0,2,0,4
1374,642.556,698.293,-25,12,4.553,53.732,4800,120,0,2,0,4
1375,626.162,421.03,-25,12,17.67,45.971,6400,120,0,2,0,4
1376,624.444,418.328,-55,22,14.542,57.144,6400,120,0,2,0,4
1377,28.498,1037.059,-55,17,25.898,26.943,6400,96.569,0,2,0,4
1378,26.116,115.155,-55,22,19.108,55.712,6400,96.569,0,2,0,4
1379,632.897,1012.588,-55,17,30.605,24.866,290.868,52.852,0,2,0,4
1380,627.096,136.552,-55,22,19.844,48.776,9599.999,129.218,0,2,0,4
1381,629.073,413.842,-55,17,23.911,52.696,6400,120,0,2,0,4
1382,31.711,1035.654,-10,37,29.346,141.691,148.163,30.604,0,2,0,8
1383,627.692,414.734,-50,22,19.836,62.049,6400,120,0,2,0,4
1384,642.547,695.448,-50,22,6.914,52.456,4800,120,0,2,0,4
1385,25.797,1033.824,-50,22,19.68,46.967,6400,96.569,0,2,0,4
1386,633.786,1017.231,-50,22,28.692,48.717,6400,120,0,2,0,4
1387,628.413,409.393,-50,17,11.108,25.841,4800,96.569,0,2,0,4
1388,623.376,124.01,-50,17,11.816,28.883,6400,96.569,0,2,0,4
1389,24.876,116.914,-50,17,17.958,42.431,6400,96.569,0,2,0,4
1390,628.815,1009.905,-50,17,22.253,20.838,4800,96.569,0,2,0,4
1391,641.377,693.442,-50,17,12.432,35.387,108.847,33.615,0,2,0,4
1392,26.995,1033.414,-50,17,22.194,37.256,6400,96.569,0,2,0,4
1393,627.515,138.843,-25,37,19.733,51.787,9599.999,129.218,0,2,0,4
1394,626.036,140.223,-50,12,17.235,56.395,9599.999,129.218,0,2,0,4
1395,627.501,415.401,-25,37,20.084,67.072,6400,120,0,2,0,4
1396,23.974,116.763,-25,37,13.723,29.306,6400,96.569,0,2,0,4
1397,23.335,423.631,-30,37,10.521,6.695,33.843,11.988,0,2,0,4
1398,24.775,1037.896,-25,37,13.023,28.82,6400,96.569,0,2,0,4
1399,628.877,1013.451,-25,37,22.837,35.604,4800,96.569,0,2,0,4
1400,641.369,694.603,-25,37,14.345,43.037,128.055,37.435,0,2,0,4
1401,26.434,116.512,-50,12,18.847,39.679,6400,96.569,0,2,0,4
1402,641.716,694.013,-25,27,13.39,45.907,91.468,30.087,0,2,0,4
1403,628.197,425.358,-25,27,21.738,52.918,6400,120,0,2,0,4
1404,27.027,124.072,-25,32,20.719,43.037,6400,96.569,0,2,0,4
1405,24.729,119.99,-25,27,16.026,30.225,6400,96.569,0,2,0,4
1406,622.859,127.692,-25,27,11.064,27.455,6400,96.569,0,2,0,4
1407,631.938,1021.846,-50,12,29.037,45.885,6400,120,0,2,0,4
1408,27.667,1039.814,-25,32,23.911,47.819,6400,96.569,0,2,0,4
1409,644.987,698.084,-50,12,4.164,46.446,4800,120,0,2,0,4
1410,643.582,694.079,-25,32,9.563,30.604,139.946,30.016,0,2,0,4
1411,634.249,419.159,-50,12,8.425,52.864,4800,120,0,2,0,4
1412,627.801,422.226,-25,32,13.39,58.818,6400,120,0,2,0,4
1413,625.666,128.407,-25,32,14.4,26.841,4800,96.569,0,2,0,4
1414,625.903,137.417,-25,22,17.2,54.713,8000,129.218,0,2,0,4
1415,26.581,1036.176,-50,12,21.191,42.633,6400,96.569,0,2,0,4
1416,23.382,1033.222,-25,27,14.074,38.523,6400,96.569,0,2,0,4
1417,633.109,1019.186,-25,27,30.604,36.343,276.233,60.618,0,2,0,4
1418,31.659,1035.307,-30,37,29.346,141.691,168.871,32.517,0,2,0,8
1419,626.416,422.617,-25,52,17.23,55.532,8000,129.218,0,2,0,4
1420,624.139,125.466,-25,52,11.393,26.354,6400,96.569,0,2,0,4
1421,23.556,118.167,-25,52,13.662,23.975,6400,96.569,0,2,0,4
1422,643.638,686.773,-25,52,9.564,41.124,143.605,39.256,0,2,0,4
1423,622.18,114.175,-50,27,9.247,19.615,4800,96.569,0,2,0,4
1424,24.25,1035.355,-25,52,15.914,31.605,6400,96.569,0,2,0,4
1425,633.118,1009.554,-25,52,30.604,32.518,265.257,55.75,0,2,0,4
1426,26.725,110.701,-50,27,21.471,37.533,4800,96.569,0,2,0,4
1427,628.077,403.717,-50,27,20.084,37.299,70.43,18.612,0,2,0,4
1428,25,121.831,-25,47,16.096,36.952,6400,96.569,0,2,0,4
1429,624.018,128.248,-25,47,13.233,34.094,6400,96.569,0,2,0,4
1430,28.127,1034.087,-50,27,23.834,39.43,6400,96.569,0,2,0,4
1431,31.226,420.747,-10,42,8.607,5.738,29.27,9.855,0,2,0,4
1432,630.598,686.888,-50,27,26.085,36.183,4800,96.569,0,2,0,4
1433,629.016,1008.075,-50,27,22.919,21.199,4800,96.569,0,2,0,4
1434,637.826,417.303,-25,47,8.331,66.83,4800,120,0,2,0,4
1435,631.83,1014.355,-25,47,28.855,37.607,4800,96.569,0,2,0,4
1436,26.781,1035.184,-25,42,21.283,30.61,6400,96.569,0,2,0,4
1437,637.776,414.487,-25,42,7.214,57.628,4800,120,0,2,0,4
1438,630.384,1022.151,-25,42,25.823,48.777,8000,129.218,0,2,0,4
1439,632.88,688.813,-25,47,24.424,28.58,4800,96.569,0,2,0,4
1440,638.993,690.762,-25,42,19.128,41.124,251.537,47.31,0,2,0,4
1441,23.817,117.986,-25,42,12.755,24.517,6400,96.569,0,2,0,4
1442,623.642,126.625,-25,42,10.616,25.128,6400,96.569,0,2,0,4
1443,28.073,113.412,-50,22,24.233,50.689,6400,96.569,0,2,0,4
1444,625.669,134.385,-50,22,16.142,57.43,8000,129.218,0,2,0,4
1445,22.917,1031.91,-25,47,11.127,39.56,6400,96.569,0,2,0,4
1446,633.606,415.118,-10,42,28.889,142.085,91.205,18.171,0,2,0,8
1447,31.656,1034.815,-10,42,29.346,141.69,150.738,35.386,0,2,0,8
1448,26.375,1032.503,-25,62,20.091,44.415,6400,96.569,0,2,0,4
1449,24.752,115.759,-50,37,17.616,55.226,6400,96.569,0,2,0,4
1450,627.211,135.577,-50,37,19.398,52.677,9599.999,129.218,0,2,0,4
1451,636.163,694.974,-50,37,22.953,47.82,136.287,36.47,0,2,0,4
1452,631.221,420.39,-50,37,2.533,45.201,4800,120,0,2,0,4
1453,632.815,1017.449,-50,37,30.605,46.518,6400,120,0,2,0,4
1454,625.874,130.632,-25,57,17.03,30.828,6400,96.569,0,2,0,4
1455,26.045,1033.986,-50,37,19.348,49.358,6400,96.569,0,2,0,4
1456,632.182,420.593,-25,57,29.648,62.462,6400,120,0,2,0,4
1457,27.559,122.65,-25,57,21.419,40.283,6400,96.569,0,2,0,4
1458,633.138,1016.275,-25,57,30.604,28.692,245.134,53.362,0,2,0,4
1459,25.335,419.166,-30,42,8.608,6.695,29.27,10.424,0,2,0,4
1460,44.959,722.187,-25,57,3.825,14.345,26.526,11.917,0,2,0,4
1461,635.635,689.654,-50,32,23.909,23.91,103.359,28.332,0,2,0,4
1462,25.301,1036.203,-25,57,18.018,35.128,6400,96.569,0,2,0,4
1463,632.942,423.432,-50,32,2.264,50.424,4800,120,0,2,0,4
1464,23.426,1036.029,-50,32,15.06,33.798,6400,96.569,0,2,0,4
1465,25.583,122.054,-50,32,19.371,48.809,6400,96.569,0,2,0,4
1466,633.247,1015.782,-50,32,30.605,25.823,234.158,55.529,0,2,0,4
1467,38.372,734.126,-50,32,15.303,26.779,42.99,21.901,0,2,0,4
1468,624.131,128.316,-50,32,13.334,30.729,4800,96.569,0,2,0,4
1469,633.695,414.972,-30,42,28.889,142.085,102.128,32.517,0,2,0,8
1470,31.747,1034.669,-30,42,29.345,141.691,148.63,25.822,0,2,0,8
1471,24.915,1035.945,-50,47,17.368,32.171,6400,96.569,0,2,0,4
1472,639.711,687.304,-50,47,16.258,47.819,140.861,41.549,0,2,0,4
1473,631.137,1018.214,-50,47,26.712,48.777,6400,120,0,2,0,4
1474,26.991,119.499,-25,67,20.581,31.082,6400,96.569,0,2,0,4
1475,36.306,717.48,-25,67,21.04,18.173,36.587,19.152,0,2,0,4
1476,622.198,120.804,-25,67,9.553,27.004,6400,96.569,0,2,0,4
1477,632.663,686.55,-25,67,23.05,21.69,4800,96.569,0,2,0,4
1478,626.345,420.972,-25,67,17.429,46.158,6400,120,0,2,0,4
1479,630.842,1010.265,-25,67,27.06,21.736,4800,96.569,0,2,0,4
1480,45.315,713.277,-10,47,3.825,5.739,14.635,6.472,0,2,0,4
1481,623.073,127.004,-50,42,10.717,29.222,6400,96.569,0,2,0,4
